smiles,iron_reactive
C[C@@]12CC[C@H](C([C@H]1CC[C@]3([C@H]2C[C@@]4(C(=C)[C@]3(C(=O)[C@@](C4=O)(C)O)C(=O)OC)C)C)(C)C)O,0
CN(C)Cc1ccc(cc1)OCc2ccc3ccc(nc3c2)N,0
CCC(=O)N1CCN(CC1)c2c3cc(c(c(c3ncn2)F)c4c(ccc5c4cn[nH]5)C)Cl,0
CC(C)N1C(=O)[C@@H]2CC=CC[C@@H]2C(=N1)c3ccc(c(c3)c4ccc(cc4)C(=O)N5CC[C@H](C5)O)OC,0
CCC(=O)N1CCN(CC1)c2c3cc(c(cc3ncn2)c4ccccc4F)Cl,0
CC(C)N1C(=O)[C@@H]2CC=CC[C@@H]2C(=N1)c3ccc(c(c3)c4ccc(cc4)C(=O)NCC(=O)N)OC,0
CCC(=O)N1CCN(CC1)c2c3cc(c(cc3nc(n2)NCCC(=O)N(C)C)c4ccccc4F)Cl,0
CCC(=O)N1CCN(CC1)c2c3cc(c(cc3nc(n2)NCCC(=O)N(C)C)c4cc(cc5c4cccc5)O)Cl,0
CCC(=O)N1CCN(CC1)c2c3cc(c(c(c3ncn2)F)c4c(cccc4F)O)Cl,0
COC(=O)c1c[nH]c2c1cccn2,0
c1ccc2c(c1)c(c(nc2Cl)C(=O)N[C@H](Cc3c[nH]c4c3cccc4)C(=O)O)O,0
CC(C)NC(=O)O[C@@H]1CC[C@](c2c1nnn2Cc3ccc(cc3)OC)(C)O,0
CCC(=O)N1CCN(CC1)c2c3cc(c(c(c3ncn2)F)c4ccccc4F)Cl,0
CCC(=O)N1CCN(CC1)c2c3cc(c(c(c3ncn2)F)c4ccccc4C(F)(F)F)Cl,0
c1cc(c(c(c1)Br)O)Br,0
c1ccc2c(c1)c3ccccc3[nH]2,0
c1c[nH]c2c1N=C(NC2=O)N,0
c1c(c2c([nH]1)C(=O)NC=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,0
c1ccc-2c(c1)Cc3c2cccc3,0
CC1=C2[C@](C[C@@H]3[C@]4(CCC(=O)C([C@@H]4CC[C@@]3(O2)C)(C)C)C)(C5=C(C1=O)C(=O)OC5)C,0
CC1=C2[C@](CC3[C@@](O2)(CC[C@@H]4[C@@]3(C=CC(=O)C4(C)C)C)C)(C5=C(C1=O)C(=O)OC5)C,0
Cc1cn2c(c(cn2)C(=O)N[C@@H](c3ccc(cc3)OC(F)(F)F)C(C)(C)O)nc1n4cnc(n4)C,0
COC[C@H](c1ccc(c(c1)F)OC(F)(F)F)NC(=O)N2CC(=O)Nc3c2ncc(c3)OC,0
Cc1c(c2c3c(cc(c2O)NC(=O)/C(=C/C=C/[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]([C@H](/C=C/O[C@@]4(C(=O)c3c1O4)C)OC)C)OC(=O)C)C)O)C)O)C)/C)OC(=O)CO)O,0
c1cc(cc(c1)OCc2ccc3ccc(nc3c2)N)CN,0
Cn1cnc2c1nc(nc2O)N,0
Cc1cc(nc2c1ccc(c2)CNCCc3ccc(cc3)C#N)N,0
Cc1cc(ccc1C#N)CCNCc2ccc3c(cc(nc3c2)N)C,0
Cc1ccncc1CCCNCc2ccc3ccc(nc3c2)N,0
COc1ccncc1CCCNCc2ccc3ccc(nc3c2)N,0
CN(C)c1ccc(cc1)CNCc2ccc3ccc(nc3c2)N,0
c1cc(cc2c1ccc(n2)N)CNCCCc3cc(cnc3)F,0
Cc1cc(ccc1C#N)CCNCc2ccc3ccc(nc3c2)N,0
CC[C@H]1[C@H](COC1=O)Cc2cncn2C,0
c1cc(cc2c1ccc(n2)N)CNCCc3ccc(c(c3)Cl)C#N,0
c1cc(ccc1CNC(=O)CCC[C@@H](C(=O)O)NC(=O)N[C@@H](CCC(=O)O)C(=O)O)F,0
CN(C)C(=O)c1cccc(c1)S(=O)(=O)N2CCC[C@H]2C(=O)O[C@@H](Cc3c(c[n+](cc3Cl)O)Cl)c4ccc(c(c4)OCC5CC5)OC(F)F,0
CCOC(=O)NC(=O)c1ccsc1NC(=O)c2nc3cnccc3s2,0
c1nc2c(n1C[C@H](COCCP(=O)(O)O)COCP(=O)(O)O)N=C(NC2=O)N,0
C[C@@H]1Nc2ccc(cc2[C@@](O1)(C#CC3CC3)C(F)(F)F)Cl,0
CCOC(=O)N1CCC(CC1)Nc2cc(ccn2)Cl,0
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(CP(=O)(O)O)O)O)O)N,0
CC1([C@@H]([C@@H]2[C@H](S1)[C@@H](C2=O)NC(=O)CCC[C@@H](C(=O)O)N)C(=O)O)C,0
c1cc(cc(c1)Cl)c2cc(c(nc2)C(=O)NCC(=O)O)O,0
C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCCOCCOCCOCCCNC(=O)CCCC(=O)NCCCCCCCCNC(=O)C34CC5CC(C3)CC(C5)C4)NC(=O)N2,0
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O)N,0
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4C[C@H](CN4)O)O)O)N,0
c1ccc(cc1)[C@@H](CCN)Oc2cc(ccc2C#N)Cl,0
c1cc(c2c(c1F)C(=N[C@@H](N2)CCNC(=O)c3ccoc3)N)F,0
C[C@@H](C(=O)NS(=O)(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O)N,0
C([C@@H]([C@@H]1[C@H]([C@H]([C@@H](O1)O)O)O)O)O,0
C([C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O,0
C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCCCCCNC(=O)C34CC5CC(C3)CC(C5)C4)NC(=O)N2,0
CC(=O)N[C@@H](CCCNC(=N)N)C(=O)O,0
C(C[C@@H](C(=O)N)N)CNC(=[NH2+])N,0
[B-](CCCC[C@@H](C(=O)O)N)(O)(O)O,0
c1ccc(cc1)CN,0
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)O,0
c1cnc(c2c1n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,0
CCCCCCCCO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N)O[C@H]2C[C@@H]([C@@H]([C@@H](O2)C)O)O,0
C1C2CC3CC1CC(C2)C3,0
C1C2CC3CC1CC(C2)C3=O,0
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OS(=O)(=O)O)O)O)N,0
CC(=O)NCCNc1cccc2c1cccc2S(=O)(=O)O,0
c1ccc(cc1)COc2c3c(nc(n2)N)nn[nH]3,0
C([C@H]1[C@H]([C@@H]([C@H](O1)COP(=O)(O)O)O)O)OP(=O)(O)O,0
C([C@@H]1[C@H]([C@@H]([C@H](O1)COP(=O)(O)O)O)O)OP(=O)(O)O,0
C([C@H]1[C@@H]([C@H]([C@@H](O1)O)O)O)O,0
CC(=O)Oc1ccccc1C(=O)O,0
C[C@H]1[C@H]2CN3CCc4c5ccccc5[nH]c4[C@@H]3C[C@@H]2C(=CO1)C(=O)OC,0
CC(C)CC(=O)c1ccc(c(c1)O[C@H]2CCOC2)OC(F)F,0
C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,0
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@](=O)(N)O)O)O)N,0
c1ccc2cc3ccccc3cc2c1,0
CCCCCC[C@@H]1[C@H]([C@@H](OC(=O)[C@H]([C@H](OC1=O)C)NC(=O)c2cccc(c2O)NC=O)C)OC(=O)[C@@H](C)CC,0
COc1ccc(cc1)C(=O)O,0
c1cc2c(cc1F)c(c[nH]2)[C@H]3CC(=O)NC3=O,0
CCNc1nc(nc(n1)OC)NC(C)C,0
C1[C@@H]2COC(=O)N2C3=C(N1)N=C(NC3=O)N,0
c1ccc(cc1)[C@@H]2CNc3c(c(nc(n3)N)N)N2,0
C(C[C@H](C(=O)O)N)C[C@@H](C(=O)O)N,0
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)O)O)O)O)O)N,0
COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C,0
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@H](O4)O)O)O)O)O)N,0
[H]/N=C(/c1cccs1)\Nc2ccc(cc2)CCNCc3cccc(c3)Cl,0
C=CC\[NH+]=C(\N)/NCCC[C@@H](C(=O)O)N,0
CCCc1cc(cc(n1)N)C,0
C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,0
CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)OS(=O)(=O)O)O,0
C1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,0
CCOC(=O)N1CCC(CC1)Nc2cc(ccn2)C,0
Cc1cc(nc(c1)N)CCNC(=O)c2ccc(cc2)C#N,0
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O)N=[N+]=[N-],0
CC1=C(C(=O)c2ccccc2N1)C/C=C(\C)/CC/C=C(\C)/C[C@H](C=C(C)C)O,0
c1cc2c(cc1CNC(=O)C3=Nc4c(c5c(s4)CCC[C@H]5CC(=O)N)C(=O)N3)NC(=O)CO2,0
c1cc2c(cc1CNC(=O)C3=Nc4c(c5c(s4)CS(=O)(=O)CC5)C(=O)N3)C[N@@](CC2)C6=C(C(=O)C6=O)N,0
Cc1cc(nc(c1)N)C[C@H]2CNC[C@H]2OCCNCc3ccccc3F,0
C[C@H](C(=O)CCC(=O)O)NC(=O)C,0
c12c(nc(nc1O)N)nn[nH]2,0
CC(=O)Nc1nnc(s1)S(=O)(=O)N,0
c1cc(cc(c1)N2Cc3cccc(c3C2=O)C(=O)O)C(F)(F)F,0
c1cc(ncc1C(=O)N2CCC3(CC2)Nc4c(ccc(c4C(=N3)N)F)F)C#N,0
c1cc2c(c(c1)F)C(=N[C@@H](N2)c3cccs3)N,0
C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O)O[C@H]2[C@@H]([C@H]([C@H](O2)CO)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N,0
c1cc(cc(c1)Br)O,0
c1c([nH]c(n1)N)C[C@@H](C(=O)O)N,0
C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)F)CO)O,0
c1cc2c(cc1C(=[NH2+])N)[nH]c([nH+]2)Cc3[nH]c4cc(ccc4n3)C(=[NH2+])N,0
c1cc(c(cc1I)F)Nc2c(cc(c(c2F)F)Br)C(=O)NOC[C@H](CO)O,0
C(CO)N(CCO)CC(=O)O,0
c1c([nH]cn1)C[C@@H](C(=O)O)NC(=O)C[C@@H](C(=O)O)N,0
COc1ccc2cc-3[n+](cc2c1OC)CCc4c3cc5c(c4)OCO5,0
CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](Cc1ccccc1)N)O,0
c1ccc(cc1)C(CC(=O)NCCS)c2ccccc2,0
C(=O)(C(C(F)(F)F)(C(F)(F)F)O)O,0
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)OP(=O)(O)O,0
CCCCCCCCO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)C)O)O)O,0
c1ccc(cc1)C2=CC(=O)c3ccc4ccccc4c3O2,0
CCCCNC(=N)NO,0
c1ccc(cc1)C(=O)NO,0
C[C@H]([C@H]([C@H]1CNC2=C(N1)C(=O)NC(=N2)N)O)O,0
c1ccc(cc1)C[C@@H](CI)C(=O)O,0
CC/C(=C\C(=O)C[C@H](C)C[C@@H](C)CC[C@@H]([C@H](C)C(=O)C[C@H]([C@H](C)[C@@H](C)OC(=O)C[C@H](/C(=C(\C)/C(=O)O)/C(=O)O)O)O)O)/C=C,0
[H]/N=C(\N)/N(C)CC[C@@H](CC(=O)N[C@H]1C=C[C@@H](O[C@@H]1C(=O)O)N2C=CC(=NC2=O)N)N,0
c1cc(ccc1O)Br,0
CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)COP(=O)(O)O)O)O,0
c1ccc(cc1)c2ccccc2,0
C1=CNC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,0
COc1ccc(cc1)C(=O)C2=C(N/C(=N/c3ccc(cc3)OC)/S2)N,0
c1cc(ccc1C(=N)N)N/N=N/c2ccc(cc2)C(=N)N,0
CN(CC[C@@H](CC(=O)N[C@H]1C=C[C@@H](O[C@@H]1C(=O)O)N2C=C[C@@](NC2=O)(N)O)N)C(=N)N,0
CC[N+](CC)(CC)Cc1ccccc1,0
Cc1ccnc(c1)N,0
Cc1cccc2c1[C@H](C(=O)N2)N,0
Cc1cc(nc(c1)N)CCc2cc(cc(c2)C(F)(F)F)CCCN(C)C,0
C[C@@H](CC1=NC(=O)c2cnn(c2N1)c3ccccc3Cl)C(F)(F)F,0
Cc1cc(nc(c1)N)CCc2cccc(c2)CCCNC,0
Cc1cc(nc(c1)N)CCc2cc(cc(c2)C#N)CCCNC,0
c1c(cn[nH]1)Br,0
COc1ccc(cc1)c2c(cn(n2)c3ccccc3)Cn4ccnc4,0
c1ccc(cc1)c2nc(nc(n2)N)N,0
c1ccc2c(c1)[nH]cn2,0
c1ccc(cc1)COC(=O)c2ccccc2,0
CCCC[C@@H](CC)COS(=O)(=O)O,0
CC[N+](C)(C)NCCC(=O)O,0
CN(C)c1cccc2c1cccc2S(=O)(=O)NCCCCCCCCNC(=O)CCC34CC5CC(C3)CC(C5)C4,0
CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)O)C)C,0
C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,0
CC(C)C[C@@H](C(=O)O)OC(=O)N[C@@H](CCC(=O)O)C(=O)O,0
CCCCCC(=O)N[C@@H](CCO)C(=O)O,0
c1cc2c(cc1C[C@H](NC(=O)c3cc(ccc3OC/C=C/CO2)C4CNC4)C(=O)NC5(CC5)C#N)Cl,0
CN1[C@H](C(=O)N([C@](C1=O)(Cc2ccccc2)O)C)Cc3c[nH]c4c3c(ccc4)[N+](=O)[O-],0
CN1[C@H](C(=O)N([C@H](C1=O)Cc2c[nH]c3c2c(ccc3)[N+](=O)[O-])C)Cc4ccccc4,0
CC1(C2CCC1(CC2)C)C,0
CC1([C@H]2CC(=O)[C@@]1(C[C@H]2O)C)C,0
CC1([C@@H]2CC[C@]1(C(=O)C2)C)C,0
c1ccc(c(c1)O)O,0
C#CCN(Cc1ccc2c(c1)C(=O)N=C(N2)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0
CS(=O)(=O)C/C(=N\CCC[C@@H](C(=O)O)N)/N,0
C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)(O)OP(=O)(O)O)O)O,0
c1ccc(cc1)NC(=O)CCCCCCC(=O)C(F)(F)F,0
COC(=O)[C@H](c1ccccc1Cl)N2CCc3c(ccs3)C2,0
CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O)N(C)C)O)CC=O)C)\C)C,0
Cc1c(c(c(c(c1Cl)O)C/C=C(\C)/CC/C=C(\C)/[C@H](C)O)O)C=O,0
COc1ccc(cc1OC2CCCC2)C3(CCC(CC3)C(=O)O)C#N,0
C1[C@@H]2[C@@H]([C@H]([C@@H]([C@H]([C@@H]2O[P@]1(=O)O)O)O)O)O,0
C/C(=C/C(=O)O)/C(=O)O,0
c1ccc(cc1)C(c2ccccc2)(c3ccccc3Cl)n4ccnc4,0
c1cc(c(c(c1)Cl)N=C2NCCN2)Cl,0
c1cc2c(cc1Cl)NC(=O)O2,0
CCC[C@@H]1C[C@H]([N@@](C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl,0
C(C[C@@H](C(=O)O)NCCC(=O)O)CNC(=N)N,0
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@H]4[C@H](O3)CO[P@](=O)(O4)O)O)N,0
CC1(C2CCC(O1)(CC2)C)C,0
c1ccc2c(c1)C=CC(=O)O2,0
C(=O)(N)OP(=O)(O)O,0
C[N@@]1c2ccc(cc2CS1(=O)=O)[C@H]3CN(C(=O)CO3)Cc4ccccc4,0
CC1=CCCC(=CC[C@@H](CC1)C(=C)C)C,0
C1=CN(C(=O)C=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,0
c1cc2c(c[nH]c2c(c1)Cl)C[C@@H](C(=O)O)N,0
C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,0
C1C[N@]2C[C@@H]([C@H]([C@@H]([C@H]2[C@H]1O)O)O)O,0
Cc1cc(nc(c1)N)C[C@H]2CNC[C@H]2OCCNCc3ccccc3O,0
[C-]#[N+]C1CCCCC1,0
COc1ccc(cc1OC2CCCC2)c3ccn(n3)C[C@H](CN4CCOCC4)O,0
c1cc(ccc1C2(CC2)Nc3c4cn[nH]c4nc(n3)Cl)C(F)(F)F,0
C[C@H](c1ccc(cc1)C(F)(F)F)Nc2c3cnn(c3nc(n2)Cl)C,0
COc1ccc(cc1OC2CCCC2)C3=NO[C@H](C3)CC(=O)N(CCO)CCO,0
C[C@@H]1CN(C[C@H](O1)C)C(=O)CCn2ccc(n2)c3ccc(c(c3)OC4CCCC4)OC,0
COc1ccc(cc1OC2CCCC2)c3ccn(n3)CCC(=O)N4CCOCC4,0
CCCCCCCCCCCC,0
CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,0
COc1c(ccc(c1C(=O)O)Cl)Cl,0
Cc1c(sc([n+]1Cc2cnc(nc2N)C)[C@@](c3ccccc3)(O)[P@@](=O)(O)OC)CCO[P@@](=O)(O)OP(=O)(O)O,0
c1ccc(cc1)C[C@H](C(=O)N[C@H](CCCNC(=N)NN(O)O)C(=O)N)N,0
Cc1cc(nc(c1)N)CCc2cc(cnc2)NCCCOC,0
c1cc(ncc1N)N,0
[H]/N=C(/NCCC[C@@H](C(=O)O)N)\N(C)C,0
CCCCCCCCO[C@H]1[C@@H](C[C@H]([C@H](O1)CO)O)O[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)C)O)O)O,0
c1cc(c(cc1C[C@@H](C(=O)O)N)O)O,0
CCCCCCCCCCCC(=O)O,0
C(C[C@H](C(=O)O)N)CNC(=[NH2+])N,0
CCCCOC(=O)c1ccccc1C(=O)OCCCC,0
c1cc(ccc1C(=O)c2ccc(cc2)O)O,0
CN(C)c1cccc2c1cccc2S(=O)(=O)NCCCCNC(=O)C34CC5CC(C3)CC(C5)C4,0
c1cc(c(c2c1C=C3C4=C(CC5=C(C4)OCO5)C=CN3C2)O)O,0
c1ccc2c(c1)c3cc(ccc3o2)Cl,0
c1ccc(cc1)c2c(cccc2Cl)Cl,0
CCCCCCCCCCCCCCCCCCCC(=O)O,0
C1CCC(CC1)NC(=O)NC2CCCCC2,0
C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O,0
c1cc(c(cc1c2ccn(n2)C[C@@H](CN3CCOCC3)O)OC4CCCC4)OC(F)F,0
COc1cc(ccc1N)c2ccc(c(c2)OC)N,0
CC[C@@H]1[C@@H]([C@@H]([C@H](C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O)C)O)C)C)C)O)C,0
c1cc(c(c(c1)F)F)CO,0
c1nc2c(n1[C@H]3C[C@@H]([C@H](O3)COP(=O)(O)O)O)N=C(NC2=O)N,0
c1cc(c(cc1C(=O)O)O)O,0
C1C=CN(C(=O)N1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,0
C(CC(=O)O)[C@H]1C(=O)NC(=O)N1,0
c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl,0
CC(C)OP(=O)(C)OC(C)C,0
C[N+](C)(CCCC(=O)O)CCF,0
CC(=CCO[P@@](=O)(O)OP(=O)(O)O)C,0
C(CC(C(F)F)(C(=O)O)N)CN,0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)OP(=O)(O)O)O)O)O)C(=O)O,0
c1cc(c(cc1[C@H]2[C@@H]([C@@H]([C@H](N2)CO)O)O)N)N,0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)O,0
C1[C@H](NC(=O)NC1=O)C(=O)O,0
C(C[C@@H](C(=O)N[C@@H](CCN)C(=O)N)N)CNC(=N)N[N+](=O)[O-],0
C(CCN)C[C@H](C(=O)N[C@H](CCCNC(=N)NN(O)O)C(=O)N)N,0
C(C[C@@H](CNCCN)N)CNC(=N)N[N+](=O)[O-],0
CN(C)CCOc1ccc(cc1)Oc2ccccc2,0
C1[C@H](CN[C@@H]1C(=O)N)NC(=O)[C@H](CCCNC(=N)N[N+](=O)[O-])N,0
CC1=CN(C(=O)NC1=O)[C@@H]2C[C@H]3[C@@H](O2)CO[C@](O3)(c4ccccc4)P(=O)(O)O,0
c1cc(c(cc1[C@@H]2[C@H](C(=O)c3c(cc(cc3O2)O)O)O)O)O,0
COC(=O)CCCCCCCCO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,0
C1C[C@H]([C@@H](C1)OCP(=O)(O)O)N2C=CC(=O)NC2=O,0
C(CC(=O)CCC(=O)O)C(=O)CCC(=O)O,0
CN(C)c1cccc2c1cccc2S(=O)(=O)NCCCCCCCCNC(=O)C34CC5CC(C3)CC(C5)C4,0
C1[C@@H]([C@H](CSS1)O)O,0
c1cc(c(c(c1)Cl)O)Cl,0
C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O,0
C([C@@H]([C@H]([C@@H](COP(=O)(O)O)O)O)O)O,0
CC(=CCC/C(=C/C=C/C(=O)C)/C)C,0
Cc1cc(nc(c1)N)C[C@H]2CNC[C@H]2OCCNCc3ccco3,0
C[C@H](c1ccc(cc1)C(F)(F)F)n2c3c(cc(cc3S(=O)(=O)C)F)c4c2[C@@H](CCC4)CC(=O)O,0
CCc1cc(nc(n1)c2cccc(c2)Cl)Cc3ccc(cc3)CC(=O)N,0
CN(C)CCCNc1nc2cc(c(cc2c(n1)NC3CCN(CC3)Cc4ccccc4)OC)OCCCCCN,0
CCOP(=O)(Cc1ccc(cc1)C)OCC,0
c1cc(ccc1COC(Cn2ccnc2)c3ccc(cc3Cl)Cl)Cl,0
c1cc(cc(c1)Cl)c2ccc(cc2)c3cc(on3)CCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N,0
c1ccc(cc1)c2cc(on2)CCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N,0
c1ccc(cc1)c2ccc(cc2)CCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N,0
c1ccc(cc1)c2cc(sc2)c3ccc(cc3)CCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N,0
CCc1ccc(cc1)C(=O)O,0
c1c(cc(c(c1O)O)O)[C@@H]2[C@@H](Cc3c(cc(cc3O2)O)O)O,0
CCCCCC[C@H]([C@H](C)O)n1cnc2c1ncnc2N,0
COC[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O,0
Cc1c2nnc(n2c3cc(ccc3n1)C(=O)NC)c4ccccc4Cl,0
Cc1c2nnc(n2c3cc(ccc3n1)C(=O)NC45CC6CC(C4)CC(C6)C5)c7ccccc7Cl,0
Cc1c2nnc(n2c3cc(ccc3n1)C(=O)NC)c4cc(ccc4Cl)OCC(C)C,0
Cc1c2nnc(n2c3cc(ccc3n1)C(=O)NC45CC6CC(C4)CC(C6)C5)c7cc(ccc7Cl)OCC(C)C,0
Cc1c2nnc(n2c3cc(ccc3n1)C(=O)NCC(C)C)c4cc(ccc4Cl)OC,0
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)O,0
Cc1nc(cs1)\C=C(/C)\[C@@H]2C[C@H]3[C@](O3)(CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](CC(=O)O2)O)(C)C)C)O)C)C,0
Cc1nc(cs1)/C=C(\C)/[C@@H]2C/C=C(\CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](CC(=O)O2)O)(C)C)C)O)C)/C,0
CCN1C(=O)c2c(c(cs2)c3cccnc3)N=C1NC(C)C,0
CCOP(=O)(OCC)Oc1ccc(cc1)OC,0
Cc1c2nnc(n2c3cc(ccc3n1)C(=O)NCC(C)C)c4cc(ccc4Cl)OC(C)(C)C,0
CC[C@@H]1[C@@H]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)C,0
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,0
c1[nH]c2c(n1)c(ncn2)Cl,0
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1C[C@H]([C@@H]2O)O)O,0
CN(C)c1cccc2c1cccc2S(=O)(=O)NCCOCCOCCNC(=O)C34CC5CC(C3)CC(C5)C4,0
C/C=C/c1ccc(c(c1)OC)O,0
c1cc(c(cc1I)F)Nc2c(ccc(c2F)F)C(=O)N3CC(C3)([C@@H]4CCCCN4)O,0
COc1ccc(cc1OC)Cc2c3cc(c(cc3ccn2)OC)OC,0
Cc1cc(nc(c1)N)CCc2cc(cnc2)N(C)CCNC,0
